method,hop,top_n,strategy,k1,b,query_id,recall_at_5,recall_at_10,mrr_at_10,ndcg_at_10
query_expansion_bm25,2,5,edge_weight,1.500000,0.750000,q_000067,0.500000,1.000000,1.000000,0.797723
query_expansion_bm25,2,5,edge_weight,1.500000,0.750000,q_000068,1.000000,1.000000,1.000000,0.877215
query_expansion_bm25,2,5,edge_weight,1.500000,0.750000,q_000069,0.000000,0.000000,0.000000,0.000000
query_expansion_bm25,2,5,edge_weight,1.500000,0.750000,q_000070,0.000000,0.500000,0.166667,0.218407
query_expansion_bm25,2,5,edge_weight,1.500000,0.750000,q_000071,0.000000,0.000000,0.000000,0.000000
query_expansion_bm25,2,5,edge_weight,1.500000,0.750000,q_000072,0.500000,0.500000,1.000000,0.613147
query_expansion_bm25,2,5,edge_weight,1.500000,0.750000,q_000073,0.500000,0.500000,0.500000,0.386853
query_expansion_bm25,2,5,edge_weight,1.500000,0.750000,q_000074,0.500000,0.500000,0.500000,0.386853
query_expansion_bm25,2,5,edge_weight,1.500000,0.750000,q_000075,0.333333,0.333333,1.000000,0.469279
query_expansion_bm25,2,5,edge_weight,1.500000,0.750000,q_000076,0.500000,0.500000,1.000000,0.636682
query_expansion_bm25,2,5,edge_weight,1.500000,0.750000,q_000077,0.500000,0.500000,1.000000,0.613147
query_expansion_bm25,2,5,edge_weight,1.500000,0.750000,q_000078,0.000000,0.333333,0.125000,0.148041
query_expansion_bm25,2,5,edge_weight,1.500000,0.750000,q_000079,1.000000,1.000000,1.000000,0.919721
query_expansion_bm25,2,5,edge_weight,1.500000,0.750000,q_000080,0.500000,0.500000,1.000000,0.613147
query_expansion_bm25,2,5,edge_weight,1.500000,0.750000,q_000081,0.500000,0.500000,1.000000,0.613147
query_expansion_bm25,2,5,edge_weight,1.500000,0.750000,q_000082,1.000000,1.000000,1.000000,1.000000
query_expansion_bm25,2,5,edge_weight,1.500000,0.750000,q_000083,0.666667,0.666667,1.000000,0.765361
query_expansion_bm25,2,5,edge_weight,1.500000,0.750000,q_000084,1.000000,1.000000,1.000000,1.000000
query_expansion_bm25,2,5,edge_weight,1.500000,0.750000,q_000085,0.333333,0.666667,1.000000,0.610546
query_expansion_bm25,2,5,edge_weight,1.500000,0.750000,q_000086,1.000000,1.000000,1.000000,0.877215
query_expansion_bm25,2,5,edge_weight,1.500000,0.750000,q_000087,0.500000,0.500000,0.250000,0.264068
query_expansion_bm25,2,5,edge_weight,1.500000,0.750000,q_000088,1.000000,1.000000,1.000000,1.000000
query_expansion_bm25,2,5,edge_weight,1.500000,0.750000,q_000089,0.500000,1.000000,0.500000,0.605260
query_expansion_bm25,2,5,edge_weight,1.500000,0.750000,q_000090,1.000000,1.000000,1.000000,1.000000
query_expansion_bm25,2,5,edge_weight,1.500000,0.750000,q_000091,1.000000,1.000000,1.000000,1.000000
query_expansion_bm25,2,5,edge_weight,1.500000,0.750000,q_000092,0.333333,0.333333,0.500000,0.296082
query_expansion_bm25,2,5,edge_weight,1.500000,0.750000,q_000093,0.750000,0.750000,1.000000,0.831872
query_expansion_bm25,2,5,edge_weight,1.500000,0.750000,q_000094,0.500000,0.500000,0.200000,0.237198
query_expansion_bm25,2,5,edge_weight,1.500000,0.750000,q_000095,0.500000,0.750000,0.500000,0.510167
query_expansion_bm25,2,5,edge_weight,1.500000,0.750000,q_000096,0.000000,0.000000,0.000000,0.000000
query_expansion_bm25,2,5,edge_weight,1.500000,0.750000,q_000097,0.500000,0.500000,0.250000,0.264068
query_expansion_bm25,2,5,edge_weight,1.500000,0.750000,q_000098,0.500000,0.500000,0.500000,0.386853
query_expansion_bm25,2,5,edge_weight,1.500000,0.750000,q_000099,0.666667,0.666667,1.000000,0.703918
query_expansion_bm25,2,5,edge_weight,1.500000,0.750000,q_000100,0.500000,0.500000,1.000000,0.613147
